日期,热轧板卷4.75mm,铁矿62%Fe现货交易基准价,进口铁矿石价格指数,国产铁矿石价格指数,冷轧板卷0.5mm,热轧板卷4.75mm(raw)
2019/9/3,nan,730,677.3,806.8,4600,3741
2019/9/4,3748,730,678.5,806.8,4604,3748
2019/9/5,3755,740,689.5,806.8,4609,3755
2019/9/6,nan,735,689.4,806.8,4604,3745
2019/9/9,3757,735,682.6,808.2,4606,3757
2019/9/10,3769,735,691.5,808.2,4616,3769
2019/9/11,3765,740,681.9,815.4,4620,3765
2019/9/12,nan,750,682.5,818.4,4624,3764
2019/9/16,nan,758,689.2,818.4,4627,3775
2019/9/17,3768,758,693.3,825.1,4626,3768
2019/9/18,3760,758,685.3,831.1,4625,3760
2019/9/19,3740,742,681.9,831.1,4623,3740
2019/9/20,3715,742,670.8,831.1,4608,3715
2019/9/23,3733,742,664.8,830.5,4609,3733
2019/9/24,3745,740,665,830.5,4616,3745
2019/9/25,3741,730,664.1,836.5,4616,3741
2019/9/26,3730,730,664.8,836.5,4615,3730
2019/9/27,3719,740,664.8,836.5,4614,3719
2019/9/29,3727,,671.1,836.5,4614,3727
2019/9/30,3730,755,673,836.5,4612,3730
2019/10/8,nan,762,673,837.7,4614,3730
2019/10/9,nan,752,676.6,837.7,4616,3720
2019/10/10,nan,752,663,834.7,4615,3713
2019/10/11,nan,739,664.2,834.7,4612,3702
2019/10/12,nan,,660.6,834.7,4612,3702
2019/10/14,nan,739,660.6,834.7,4612,3705
2019/10/15,nan,730,655.6,838.7,4607,3685
2019/10/16,nan,720,654.6,841,4605,3679
2019/10/17,nan,705,647.5,845,4597,3665
2019/10/18,nan,700,644.1,845,4595,3658
2019/10/21,3647,688,641.6,841.8,4591,3647
2019/10/22,3645,688,642.9,838.7,4586,3645
2019/10/23,3648,688,646.4,835.7,4584,3648
2019/10/24,3647,688,639.4,831.7,4582,3647
2019/10/25,nan,690,642.8,831.7,4580,3647
2019/10/28,3650,690,648.7,826.3,4579,3650
2019/10/29,3650,685,636.8,824.3,4576,3650
2019/10/30,3647,680,632.8,818.2,4577,3647
2019/10/31,3653,675,632.8,818.2,4579,3653
2019/11/1,3649,675,629.1,818.2,4578,3649
2019/11/4,3649,670,627.3,817.6,4575,3649
2019/11/5,3651,660,625.3,814.5,4575,3651
2019/11/6,3664,660,619.1,805.5,4575,3664
2019/11/7,3669,655,620.3,805.5,4578,3669
2019/11/8,nan,648,611.4,805.5,4579,3663
2019/11/11,3656,633,604.8,799.4,4576,3656
2019/11/12,3660,628,599,786.4,4575,3660
2019/11/13,3670,628,599,786.4,4579,3670
2019/11/14,3682,633,597.8,777.3,4583,3682
2019/11/15,3708,648,606.5,773.3,4593,3708
2019/11/18,'3723',648,616.5,772.8,4604,3723
2019/11/19,3728,653,614.4,772.8,4616,3728
2019/11/20,3763,653,619.4,769.8,4631,3763
2019/11/21,3768,656,619.1,769.8,4633,3768
2019/11/22,3771,656,619.1,770.2,4634,3771
2019/11/25,3795,664,625.2,770.2,4647,3795
2019/11/26,'text',667,629.6,770.2,4667,3803
2019/11/27,3801,662,626.6,773.8,4674,3801
2019/11/28,'text',665,624.9,773.8,4674,3801
2019/11/29,nan,665,626,773.8,4680,3807
2019/12/2,3805,665,618.2,772.1,4693,3805
2019/12/3,3813,665,623.6,772.1,4701,3813
2019/12/4,3819,668,632.1,772.1,4702,3819
2019/12/5,3823,668,634.5,772.1,4709,3823
2019/12/6,3821,665,631.1,772.1,4711,3821
2019/12/9,3840,675,636.1,772.1,4728,3840
2019/12/10,3855,672,650.6,772.1,4742,3855
2019/12/11,3870,680,649.3,772.1,4750,3870
2019/12/12,3878,680,646.2,778.2,4752,3878
2019/12/13,3880,678,651.5,778.2,4754,3880
2019/12/16,3885,675,648.5,777.1,4760,3885
2019/12/17,3879,670,646.3,777.1,4761,3879
2019/12/18,3880,670,642.1,777.1,4759,3880
2019/12/19,3878,670,642.1,777.1,4758,3878
2019/12/20,3875,666,646.1,777.1,4755,3875
2019/12/23,3879,670,648.8,774.7,4751,3879
2019/12/24,3877,665,641.9,774.7,4752,3877
2019/12/25,3877,660,639.4,776.1,4745,3877
2019/12/26,3867,658,636.3,776.1,4741,3867
2019/12/27,3866,666,634.2,776.1,4741,3866
2019/12/30,3865,669,631.5,774.9,4742,3865
2019/12/31,3865,671,631.5,774.9,4737,3865
2020/1/2,3868,679,639.5,779.5,4736,3868
2020/1/3,3863,685,639.9,779.5,4735,3863
2020/1/6,3858,685,646.4,782.6,4733,3858
2020/1/7,3858,685,647.1,782.6,4729,3858
2020/1/8,3857,695,655.1,782.6,4732,3857
2020/1/9,3855,683,654.5,788.7,4735,3855
2020/1/10,3849,683,644.1,788.7,4733,3849
2020/1/13,3844,683,644.1,788.7,4724,3844
2020/1/14,3840,688,645.7,788.7,4723,3840
2020/1/15,3841,688,650.6,792.6,4719,3841
2020/1/16,3839,688,650,791.9,4719,3839
2020/1/17,3839,693,647.3,791.9,4719,3839
2020/1/19,3839,693,648.9,792.3,4719,3839
2020/1/20,3839,701,650.9,792.3,4719,3839
2020/1/21,3839,701,650.9,788.3,4719,3839
2020/1/22,3839,701,650.9,788.3,4719,3839
2020/1/23,3839,701,650.9,788.3,4719,3839
2020/2/3,3760,650,623.42,782.2,4712,3760
2020/2/4,3730,633,612.18,781.5,4701,3730
2020/2/5,3703,626,601.06,777.6,4695,3703
2020/2/6,3686,600,595.5,759.4,4693,3686
2020/2/7,3674,598,589.35,759.4,4690,3674
2020/2/10,3638,596,589.4,759.4,4673,3638
2020/2/11,3628,610,585.45,759.4,4671,3628
2020/2/12,3626,620,596.53,756.7,4665,3626
2020/2/13,3618,630,604.45,760.8,4662,3618
2020/2/14,3597,630,609.25,760.8,4645,3597
2020/2/17,3579,642,609.29,760.8,4629,3579
2020/2/18,3567,647,619.83,778.8,4616,3567
2020/2/19,3544,649,622.81,778.8,4595,3544
2020/2/20,3542,664,626.99,778.8,4584,3542
2020/2/21,3551,670,638.84,778.8,4579,3551
2020/2/24,3585,680,648.34,781.5,4584,3585
2020/2/25,3572,670,645.72,784,4575,3572
2020/2/26,3564,653,648.47,784,4565,3564
2020/2/27,3545,643,625.81,791.4,4554,3545
2020/2/28,3521,630,618.43,793.3,4545,3521
2020/3/2,3511,661,620.64,793.3,4526,3511
2020/3/3,3523,653,630.57,792.7,4516,3523
2020/3/4,3517,653,628.61,792.7,4504,3517
2020/3/5,3519,668,635.69,792.7,4486,3519
2020/3/6,3515,656,642.07,792.7,4475,3515
2020/3/9,3505,637,620.3,799.6,4455,3505
2020/3/10,3508,659,632.53,799.6,4452,3508
2020/3/11,3518,663,637.03,799.6,4448,3518
2020/3/12,3513,655,630.41,799.6,4444,3513
2020/3/13,3508,655,628.75,799.6,4436,3508
2020/3/16,3545,665,643.55,799.6,4442,3545
2020/3/17,3539,670,636.2,799.6,4439,3539
2020/3/18,3542,679,639.49,799.6,4442,3542
2020/3/19,3515,668,619.09,799.6,4435,3515
2020/3/20,3521,655,638.57,800.3,4434,3521
2020/3/23,3493,635,626.33,799.9,4418,3493
2020/3/24,3488,639,615.51,799.9,4412,3488
2020/3/25,3493,660,638,779.4,4409,3493
2020/3/26,3481,661,638.5,779.4,4392,3481
2020/3/27,3471,658,636.94,779.4,4366,3471
2020/3/30,3456,649,628.63,775.4,4330,3456
2020/3/31,3446,649,631.37,775.4,4301,3446
2020/4/1,3412,635,622.63,775.4,4259,3412
2020/4/2,3370,623,617.17,775.4,4217,3370
2020/4/3,3372,638,626.38,763.3,4200,3372
2020/4/7,3368,638,626.11,762.8,4189,3368
2020/4/8,3367,645,625.43,750.7,4168,3367
2020/4/9,3378,653,628.64,750.7,4165,3378
2020/4/10,3390,657,641.02,750,4150,3390
2020/4/13,3407,657,637.97,748,4155,3407
2020/4/14,3416,660,641.23,748,4155,3416
2020/4/15,3412,663,642.65,748,4153,3412
2020/4/16,3408,661,643.07,748,4147,3408
2020/4/17,3417,665,638.12,746,4141,3417
2020/4/20,3420,665,642.21,758,4129,3420
2020/4/21,3407,650,641.37,758,4120,3407
2020/4/22,3403,650,639.72,758,4117,3403
2020/4/23,3408,655,640.49,758,4112,3408
2020/4/24,3405,652,632.42,758,4106,3405
2020/4/26,3407,657,636.57,756.5,4105,3407
2020/4/27,3410,653,636.29,757.2,4102,3410
2020/4/28,3405,645,627.85,757.2,4097,3405
2020/4/29,3407,645,622.21,763.2,4095,3407
2020/4/30,3413,656,626.56,763.2,4102,3413
2020/5/6,3451,656,627.23,760.8,4111,3451
2020/5/7,3472,660,634.78,763.8,4144,3472
2020/5/8,3495,669,641.4,765.8,4155,3495
2020/5/9,3504,,642.69,765.8,4175,3504
2020/5/11,3507,665,642.96,765.8,4192,3507
2020/5/12,3510,671,642.47,767.8,4209,3510
2020/5/13,3512,677,646.48,779.9,4215,3512
2020/5/14,3525,680,653.15,779.9,4220,3525
2020/5/15,3544,690,655.73,785.9,4231,3544
2020/5/18,3632,712,677,786.9,4293,3632
2020/5/19,3673,721,689.13,790.9,4344,3673
2020/5/20,3673,727,698.29,800.6,4359,3673
2020/5/21,3674,734,698.2,800.6,4360,3674
2020/5/22,3668,736,706.01,801.9,4358,3668
2020/5/25,3646,738,704.83,805.2,4341,3646
2020/5/26,3644,725,706.55,811.9,4330,3644
2020/5/27,3639,725,687.38,816.8,4327,3639
2020/5/28,3645,733,699.39,816.8,4325,3645
2020/5/29,3673,751,700.4,816.8,4332,3673
2020/6/1,3727,774,725.91,818.7,4372,3727
2020/6/2,3737,774,730.59,829.4,4405,3737
2020/6/3,3744,776,725.89,845.8,4423,3744
2020/6/4,3747,771,731.23,845.8,4428,3747
2020/6/5,3739,771,722.53,846.5,4424,3739
2020/6/8,3750,808,748.78,846.2,4435,3750
2020/6/9,3750,792,752.35,848.6,4443,3750
2020/6/10,3752,787,747.44,860.7,4441,3752
2020/6/11,3751,786,740.31,860.7,4439,3751
2020/6/12,3754,789,741.35,864,4432,3754
2020/6/15,3760,791,743.26,868.3,4441,3760
2020/6/16,3758,799,732.38,869,4447,3758
2020/6/17,3760,787,734.58,884.1,4449,3760
2020/6/18,3768,788,729.47,885.9,4451,3768
2020/6/19,3788,791,728.02,885.9,4460,3788
2020/6/22,3797,774,728.19,885.9,4467,3797
2020/6/23,3794,777,720.67,888.1,4463,3794
2020/6/24,3793,792,723.04,885.1,4465,3793
2020/6/28,3795,799,720.98,885.1,4471,3795
2020/6/29,3788,773,732.33,885.2,4471,3788
2020/6/30,3787,777,728,879.2,4472,3787
2020/7/1,3785,777,731.09,873.1,4469,3785
2020/7/2,3780,775,732.56,873.1,4476,3780
2020/7/3,3785,777,733.46,872.5,4476,3785
2020/7/6,3793,780,733.81,872,4499,3793
2020/7/7,3804,791,745.34,870.6,4524,3804
2020/7/8,3829,811,751.11,869.3,4540,3829
2020/7/9,3854,811,755.56,869.3,4571,3854
2020/7/10,3853,811,755.67,870.1,4582,3853
2020/7/13,3880,844,768.22,870.1,4596,3880
2020/7/14,3885,847,795.22,888.2,4610,3885
2020/7/15,3888,845,795.13,888.2,4612,3888
2020/7/16,3892,844,796.6,888.2,4624,3892
2020/7/17,3891,842,793.41,888.2,4622,3891
2020/7/20,3888,837,792.99,896.3,4629,3888
2020/7/21,3895,845,796.56,896.3,4629,3895
2020/7/22,3917,860,803.26,915.2,4641,3917
2020/7/23,3920,860,803.6,917.2,4645,3920
2020/7/24,3918,847,805.45,917.2,4651,3918
2020/7/27,3911,836,797.75,917.6,4650,3911
2020/7/28,3909,838,791.9,915.6,4651,3909
2020/7/29,3908,850,795.16,922.2,4653,3908
2020/7/30,3910,854,803.03,922.2,4656,3910
2020/7/31,3918,860,803.07,920.2,4657,3918
2020/8/3,3955,879,817.48,920.2,4698,3955
2020/8/4,3980,892,822.19,926.3,4722,3980
2020/8/5,3980,893,833.98,928.3,4726,3980
2020/8/6,3991,914,843.99,928.3,4730,3991
2020/8/7,3992,905,861.71,928.3,4734,3992
2020/8/10,3981,904,852.79,928.3,4751,3981
2020/8/11,3986,914,854.4,941.7,4765,3986
2020/8/12,3982,914,857.59,942.4,4765,3982
2020/8/13,3984,917,864.79,942.4,4766,3984
2020/8/14,3983,927,866.18,940,4765,3983
2020/8/17,3998,935,875.78,943,4777,3998
2020/8/18,4006,945,878.54,945,4805,4006
2020/8/19,4007,951,899.61,951,4817,4007
2020/8/20,4003,960,903.35,953.5,4832,4003
2020/8/21,4003,966,896.76,955.4,4842,4003
2020/8/24,4000,964,905.03,956.8,4849,4000
2020/8/25,3999,956,901.75,962.9,4851,3999
2020/8/26,3994,946,891.59,963.8,4848,3994
2020/8/27,3993,950,889.23,963.8,4852,3993
2020/8/28,3990,941,879.65,964.8,4852,3990
2020/8/31,4014,953,889.78,974.5,4880,4014
2020/9/1,4029,954,899.77,975.1,4924,4029
2020/9/2,4035,960,898.26,975.1,4949,4035
2020/9/3,4038,962,901.29,976.3,4968,4038
2020/9/4,4033,959,904.34,976.3,4968,4033
2020/9/7,4028,956,904.98,978.7,4994,4028
2020/9/8,4021,959,905.69,978.7,4998,4021
2020/9/9,4007,949,907.77,987.8,4993,4007
2020/9/10,3992,945,897.81,984.2,4982,3992
2020/9/11,3978,948,892.25,984.2,4977,3978
2020/9/14,3990,954,895.72,983.8,4984,3990
2020/9/15,3985,948,902.46,981.9,4988,3985
2020/9/16,3969,935,896.99,980,4981,3969
2020/9/17,3951,930,877.69,975.3,4968,3951
2020/9/18,3950,935,873.23,975.3,4962,3950
2020/9/21,3936,915,877.11,961.7,4945,3936
2020/9/22,3918,910,860.45,961.7,4935,3918
2020/9/23,3915,889,856.46,964.1,4931,3915
2020/9/24,3905,885,840.83,964.1,4930,3905
2020/9/25,3900,890,839.12,962.9,4916,3900
2020/9/27,3892,,830.8,961.9,4913,3892
2020/9/28,3883,888,838.9,961.9,4911,3883
2020/9/29,3878,889,841.27,960.9,4909,3878
2020/9/30,3877,905,841.56,928.3,4909,3877
2020/10/9,3923,919,903.52,928.3,4948,3923
2020/10/10,3937,922,929.9,948.8,4960,3937
2020/10/12,3947,915,930.8,948.8,4972,3947
2020/10/13,3947,909,928.8,948.8,4992,3947
2020/10/14,3939,897,919.8,951.8,4990,3939
2020/10/15,3920,876,908.7,951.8,4986,3920
2020/10/16,3911,877,893.3,950.6,4980,3911
2020/10/19,3920,867,894.6,949.9,4978,3920
2020/10/20,3919,870,886.4,950.3,4978,3919
2020/10/21,3919,873,884.8,948,4977,3919
2020/10/22,3928,875,888.4,948,4972,3928
2020/10/23,3930,873,886.5,942.7,4981,3930
2020/10/26,3918,854,872.22,942.3,4981,3918
2020/10/27,3918,858,871.1,942.3,4978,3918
2020/10/28,3920,864,869.9,930.9,4980,3920
2020/10/29,3924,865,875.5,932.1,4983,3924
2020/10/30,3935,869,882.7,932.1,4996,3935
2020/11/2,3943,868,882.5,932.1,5009,3943
2020/11/3,3948,862,884.2,925.9,5009,3948
2020/11/4,3956,862,878.8,925.9,5030,3956
2020/11/5,3973,845,873,925.9,5037,3973
2020/11/6,3979,850,865.4,923.1,5049,3979
2020/11/9,4035,870,874.5,923.1,5110,4035
2020/11/10,4048,882,883.4,923.1,5146,4048
2020/11/11,4045,882,893.1,923.9,5157,4045
2020/11/12,4041,882,895.5,923.9,5163,4041
2020/11/13,4040,871,895.8,925.1,5163,4040
2020/11/16,4042,870,888.08,937.7,5162,4042
2020/11/17,4065,879,894.24,943.3,5180,4065
2020/11/18,4078,888,897.2,943.3,5190,4078
2020/11/19,4095,897,907.3,943.3,5212,4095
2020/11/20,4105,899,910.4,944.8,5226,4105
2020/11/23,4108,893,903.1,945.4,5250,4108
2020/11/24,4106,889,901.6,947.3,5256,4106
2020/11/25,4105,889,902,963.1,5262,4105
2020/11/26,4109,893,900.3,963.1,5263,4109
2020/11/27,4138,900,906.3,964.3,5274,4138
2020/11/30,4146,903,912.8,964.7,5288,4146
2020/12/1,4155,900,914.6,964.7,5302,4155
2020/12/2,4200,912,918.5,988.1,5341,4200
2020/12/3,4214,914,932.09,989.9,5375,4214
2020/12/4,4216,940,945.52,989.9,5386,4216
2020/12/7,4300,967,952.5,991.3,5434,4300
2020/12/8,4338,972,979,991.3,5473,4338
2020/12/9,4340,974,985.49,1012.7,5492,4340
2020/12/10,4420,1004,1006.51,1012.7,5600,4420
2020/12/11,4494,1043,1042.6,1029.6,5688,4494
2020/12/14,4480,1016,1057.15,1040.2,5695,4480
2020/12/15,4470,1016,1041.16,1044.2,5689,4470
2020/12/16,4491,1033,1042.5,1057,5711,4491
2020/12/17,4518,1041,1050.6,1057,5736,4518
2020/12/18,4585,1069,1069.7,1071.9,5799,4585
2020/12/21,4939,1152,1142.6,1072.5,6118,4939
2020/12/22,4994,1150,1199.3,1138.3,6293,4994
2020/12/23,4900,1090,1114.23,1144,6265,4900
2020/12/24,4857,1126,1136.7,1132.9,6259,4857
2020/12/25,4771,1127,1137.4,1132.9,6167,4771
2020/12/28,4699,1126,1144.4,1132.9,6125,4699
2020/12/29,4634,1105,1134.3,1132.9,6038,4634
2020/12/30,4581,1079,1098,1125.9,5991,4581
2020/12/31,4598,1079,1096.1,1115.3,5977,4598
2021/1/4,4611,1095,1106.3,1115.3,5956,4611
2021/1/5,4616,1123,1131.7,1115.5,5953,4616
2021/1/6,4610,1127,1142.2,1116.1,5937,4610
2021/1/7,4614,1137,1140.4,1117.7,5922,4614
2021/1/8,4644,1145,1153.9,1135.8,5916,4644
2021/1/11,4601,1144,1153.7,1138.5,5881,4601
2021/1/12,4557,1144,1156.8,1138.5,5856,4557
2021/1/13,4545,1142,1157.34,1166.7,5805,4545
2021/1/14,4528,1144,1156.2,1169.7,5760,4528
2021/1/15,4543,1146,1157.5,1168.5,5729,4543
2021/1/18,4544,1157,1176.9,1169.1,5706,4544
2021/1/19,4523,1147,1172.6,1169.1,5675,4523
2021/1/20,4509,1151,1161.3,1192.7,5663,4509
2021/1/21,4504,1145,1165.7,1192.7,5641,4504
2021/1/22,4503,1144,1164.5,1202.9,5634,4503
2021/1/25,4490,1143,1162.3,1202.8,5627,4490
2021/1/26,4502,1147,1159.7,1234.9,5630,4502
2021/1/27,4519,1140,1152.6,1237.5,5634,4519
2021/1/28,4518,1117,1146.63,1237.5,5633,4518
2021/1/29,4512,1099,1119,1237.2,5631,4512
2021/2/1,4501,1095,1115.6,1232.9,5631,4501
2021/2/2,4492,1079,1106.9,1227.2,5631,4492
2021/2/3,4487,1061,1078.5,1226.9,5630,4487
2021/2/4,4492,1094,1080.5,1226.9,5630,4492
2021/2/5,4501,1110,1096.5,1226.92,5630,4501
2021/2/7,4504,,1112.8,1220,5630,4504
2021/2/8,4510,1108,1112.8,1220,5630,4510
2021/2/9,4516,1140,1124.2,1220,5630,4516
2021/2/10,4516,1119,1142.5,1220,5630,4516
2021/2/18,4661,1169,1177.5,1222.25,5688,4661
2021/2/19,4700,1168,1184.8,1232.74,5749,4700
2021/2/20,4715,,1178.6,1258.4,5756,4715
2021/2/22,4860,1204,1206.4,1258.4,5858,4860
2021/2/23,4858,1188,1202.3,1258.4,5878,4858
2021/2/24,4847,1177,1185.6,1271.4,5888,4847
2021/2/25,4870,1187,1189.6,1271.4,5900,4870
2021/2/26,4867,1188,1197.1,1293.8,5917,4867
2021/3/1,4859,1174,1199.6,1295,5915,4859
2021/3/2,4856,1177,1187.9,1294.99,5919,4856
2021/3/3,4974,1188,1193.9,1316.7,5983,4974
2021/3/4,4964,1196,1203.4,1316.74,5982,4964
2021/3/5,4890,1170,1200.3,1317.5,5941,4890
2021/3/8,4975,1175,1205.4,1320.51,5967,4975
2021/3/9,4940,1130,1195.6,1320.51,5962,4940
2021/3/10,4895,1124,1132.2,1342.1,5930,4895
2021/3/11,4892,1149,1131,1342.1,5905,4892
2021/3/12,4968,1138,1163.5,1337.2,5946,4968
2021/3/15,4975,1119,1145,1335.35,5944,4975
2021/3/16,4973,1146,1147.2,1314.17,5930,4973
2021/3/17,4967,1134,1157.9,1313.9,5916,4967
2021/3/18,4977,1143,1152.7,1316.3,5914,4977
2021/3/19,4993,1132,1161.4,1316.3,5910,4993
2021/3/22,5093,1110,1122.4,1313.25,5975,5093
2021/3/23,5085,1111,1115.6,1233.3,5979,5085
2021/3/24,5088,1114,1119.7,1225.3,5973,5088
2021/3/25,5117,1117,1122.2,1225.3,5989,5117
2021/3/26,5123,1119,1123.7,1211.2,5991,5123
2021/3/29,5279,1138,1134.7,1210.2,6050,5279
2021/3/30,5313,1128,1143.9,1182.9,6068,5313
2021/3/31,5341,1120,1140.1,1177.3,6077,5341
2021/4/1,5381,1132,1133.2,1177.3,6097,5381
2021/4/2,5506,1134,1144,1177.7,6174,5506
2021/4/6,5615,1141,1149.1,1179.7,6270,5615
2021/4/7,5644,1143,1153.8,1171.9,6320,5644
2021/4/8,5609,1138,1154.4,1171.9,6306,5609
2021/4/9,5593,1149,1153.1,1174.9,6298,5593
2021/4/12,5515,1154,1157.6,1185.1,6263,5515
2021/4/13,5535,1161,1167.8,1197.2,6260,5535
2021/4/14,5571,1165,1175,1207.3,6286,5571
2021/4/15,5570,1190,1197.7,1213.3,6291,5570
2021/4/16,5565,1198,1206.4,1230.4,6280,5565
2021/4/19,5560,1222,1222.4,1231.2,6276,5560
2021/4/20,5555,1237,1227.9,1274,6261,5555
2021/4/21,5558,1247,1253.4,1276.2,6262,5558
2021/4/22,5615,1246,1256.9,1303.4,6298,5615
2021/4/23,5626,1249,1255.9,1337.4,6305,5626
2021/4/25,5701,1269,1264.7,1339.7,6374,5701
2021/4/26,5743,1302,1308,1339.7,6426,5743
2021/4/27,5758,1313,1315.5,1362,6456,5758
2021/4/28,5728,1306,1321.7,1363.5,6455,5728
2021/4/29,5753,1310,1319.9,1375.8,6470,5753
2021/4/30,5748,1305,1320.1,1382.4,6480,5748
2021/5/6,5952,1362,1343.9,1406.1,6657,5952
2021/5/7,6023,1426,1405.1,1440.2,6748,6023
2021/5/8,6169,1489,1466.1,1448.4,6867,6169
2021/5/10,6577,1666,1633.7,1460.5,7309,6577
2021/5/11,6643,1675,1666.41,1524.2,7391,6643
2021/5/12,6737,1663,1666.9,1573.7,7503,6737
2021/5/13,6705,1613,1657.8,1587.6,7558,6705
2021/5/14,6469,1547,1579.1,1644.4,7389,6469
2021/5/17,6258,1535,1501.4,1651.1,7252,6258
2021/5/18,6230,1567,1558.3,1601.4,7217,6230
2021/5/19,6061,1554,1552.7,1611.2,7056,6061
2021/5/20,5751,1462,1461,1611.2,6797,5751
2021/5/21,5757,1439,1452.5,1565.4,6789,5757
2021/5/24,5495,1370,1373.7,1562.4,6603,5495
2021/5/25,5465,1358,1358.3,1491.3,6581,5465
2021/5/26,5346,1285,1364.7,1452.6,6521,5346
2021/5/27,5328,1306,1303.4,1431.7,6443,5328
2021/5/28,5473,1321,1335.9,1410.6,6504,5473
2021/5/31,5635,1404,1375.8,1396.5,6610,5635
2021/6/1,5569,1424,1413.7,1416.7,6585,5569
2021/6/2,5583,1440,1438.5,1428.3,6591,5583
2021/6/3,5606,1452,1454.3,1430.1,6596,5606
2021/6/4,5595,1437,1458.1,1449.7,6593,5595
2021/6/7,5539,1426,1430.9,1488,6561,5539
2021/6/8,5499,1431,1417.6,1500.1,6524,5499
2021/6/9,5527,1454,1453.6,1496.4,6515,5527
2021/6/10,5561,1462,1465.4,1496.4,6533,5561
2021/6/11,5604,1505,1494,1503.9,6552,5604
2021/6/15,5570,1507,1522.1,1511.3,6549,5570
2021/6/16,5522,1503,1520.8,1542.5,6526,5522
2021/6/17,5510,1510,1508.6,1547.8,6508,5510
2021/6/18,5522,1527,1533,1544.5,6505,5522
2021/6/21,5454,1485,1507.8,1546.3,6477,5454
2021/6/22,5364,1472,1479.7,1526.7,6425,5364
2021/6/23,5339,1492,1494.7,1525.5,6402,5339
2021/6/24,5353,1495,1505.2,1529,6405,5353
2021/6/25,5383,1507,1501.4,1523,6393,5383
2021/6/28,5380,1513,1511.2,1522,6386,5380
2021/6/29,5397,1509,1521.4,1522,6394,5397
2021/6/30,5401,1511,1499.1,1534.1,6405,5401
2021/7/1,5416,1522,1505.07,1547.5,6415,5416
2021/7/2,5400,1521,1516.1,1556.3,6410,5400
2021/7/5,5425,1541,1529.7,1557.2,6410,5425
2021/7/6,5496,1541,1540.4,1584.4,6450,5496
2021/7/7,5564,1536,1540.7,1586.4,6488,5564
2021/7/8,5623,1509,1532.88,1586.4,6534,5623
2021/7/9,5613,1495,1514.5,1590,6540,5613
2021/7/12,5744,1498,1510.8,1590.7,6695,5744
2021/7/13,5722,1510,1517.6,1597.9,6708,5722
2021/7/14,5756,1500,1512.6,1597.9,6738,5756
2021/7/15,5783,1498,1501.6,1597.9,6764,5783
2021/7/16,5786,1507,1506,1607.6,6771,5786
2021/7/19,5829,1501,1506.6,1607.4,6819,5829
2021/7/20,5790,1487,1501.9,1613.4,6805,5790
2021/7/21,5806,1457,1473.8,1614.9,6806,5806
2021/7/22,5773,1426,1451.5,1614.9,6803,5773
2021/7/23,5803,1396,1420.7,1608.9,6805,5803
2021/7/26,5849,1401,1415.1,1603.9,6815,5849
2021/7/27,5862,1378,1407.4,1598.7,6842,5862
2021/7/28,5843,1382,1383.8,1598.7,6835,5843
2021/7/29,5876,1333,1387.9,1596.7,6842,5876
2021/7/30,5933,1283,1322.4,1596.7,6885,5933
2021/8/2,5808,1280,1274.7,1567.3,6847,5808
2021/8/3,5735,1273,1281.9,1510.7,6804,5735
2021/8/4,5783,1269,1285.96,1487.5,6799,5783
2021/8/5,5794,1228,1253,1487.5,6814,5794
2021/8/6,5780,1225,1238.9,1487.5,6807,5780
2021/8/9,5744,1199,1219.3,1472.2,6799,5744
2021/8/10,5772,1180,1194.8,1386.6,6809,5772
2021/8/11,5825,1176,1192.9,1361.7,6825,5825
2021/8/12,5801,1161,1176.9,1350.6,6819,5801
2021/8/13,5761,1137,1155.66,1326.4,6810,5761
2021/8/16,5765,1134,1148.55,1283.6,6817,5765
2021/8/17,5767,1123,1148.8,1283.6,6820,5767
2021/8/18,5732,1195,1138,1277.4,6804,5732
2021/8/19,5667,1030,1078.1,1277.4,6768,5667
2021/8/20,5674,1018,1035.6,1254.2,6757,5674
2021/8/23,5714,1013,1035.2,1238.8,6774,5714
2021/8/24,5737,1028,1034,1199.8,6787,5737
2021/8/25,5740,1033,1047,1196.5,6787,5740
2021/8/26,5708,1049,1050,1217.6,6772,5708
2021/8/27,5687,1058,1061.5,1236.3,6759,5687
2021/8/30,5743,1091,1090.7,1240.8,6774,5743
2021/8/31,5743,1096,1108.1,1277.7,6773,5743
2021/9/1,5719,1023,1081.9,1284.3,6756,5719
2021/9/2,5724,1034,1070.5,1257.1,6754,5724
2021/9/3,5783,1033,1073.6,1255.1,6776,5783
2021/9/6,5797,1004,1056.2,1254.6,6778,5797
2021/9/7,5818,1006,1045,1256.7,6785,5818
2021/9/8,5798,999,1042.5,1266.1,6785,5798
2021/9/9,5822,978,1025.7,1266.1,6787,5822
2021/9/10,5857,970,1017.6,1260.4,6806,5857
2021/9/13,5850,929,993.36,1246.4,6807,5850
2021/9/14,5814,921,974.6,1246.4,6789,5814
2021/9/15,5785,893,941.6,1243.2,6774,5785
2021/9/16,5815,841,906.1,1243.2,6780,5815
2021/9/17,5799,761,840.9,1224.9,6771,5799
2021/9/18,5799,716,785.2,1175.7,6761,5799
2021/9/22,5809,735,739.7,1093,6766,5809
2021/9/23,5807,751,760.2,1002.4,6769,5807
2021/9/24,5777,784,781.9,998.6,6755,5777
2021/9/26,5788,818,834.19,967.3,6747,5788
2021/9/27,5796,840,848.7,970,6749,5796
2021/9/28,5800,829,842.8,970,6749,5800
2021/9/29,5822,832,850.7,971.1,6752,5822
2021/9/30,5831,862,875.1,977.2,6755,5831
